"country_name","avg_vintage_rating","avg_price","number_of_vintages"
Argentine,4.321428571428571,111.37750000000001,28
Chili,4.12,129.7052,25
Portugal,3.9322580645161294,161.9490322580645,31
Moldavie,3.8714285714285714,42.637142857142855,7
États-Unis,3.6982142857142857,300.36616071428574,112
